401 	 Q0 	 FBIS3-18024          	 0       	 1,922.7993 	 lucene
421 	 Q0 	 LA122489-0217        	 212     	 3,100.6201 	 lucene
421 	 Q0 	 FR940919-0-00102     	 213     	 3,100.0911 	 lucene
421 	 Q0 	 FBIS3-20990          	 214     	 3,099.5305 	 lucene
421 	 Q0 	 FBIS3-22235          	 215     	 3,099.5305 	 lucene
421 	 Q0 	 FT944-11389          	 216     	 3,099.4695 	 lucene
421 	 Q0 	 FR940719-2-00031     	 217     	 3,095.5261 	 lucene
421 	 Q0 	 FR940607-0-00034     	 218     	 3,095.3350 	 lucene
421 	 Q0 	 FBIS4-45713          	 219     	 3,095.1108 	 lucene
421 	 Q0 	 LA121090-0106        	 220     	 3,094.9812 	 lucene
421 	 Q0 	 FT924-13435          	 221     	 3,091.9631 	 lucene
421 	 Q0 	 FR940407-0-00057     	 222     	 3,088.7437 	 lucene
421 	 Q0 	 FR940128-2-00064     	 223     	 3,087.3857 	 lucene
421 	 Q0 	 FT924-8553           	 224     	 3,086.8823 	 lucene
421 	 Q0 	 LA072389-0057        	 225     	 3,086.7471 	 lucene
421 	 Q0 	 FBIS4-45693          	 226     	 3,086.4993 	 lucene
421 	 Q0 	 FR940527-0-00057     	 227     	 3,083.5171 	 lucene
421 	 Q0 	 FR940919-0-00120     	 228     	 3,082.9973 	 lucene
421 	 Q0 	 LA120590-0094        	 229     	 3,081.4048 	 lucene
421 	 Q0 	 FBIS3-39681          	 230     	 3,076.9497 	 lucene
421 	 Q0 	 FR940919-0-00077     	 231     	 3,075.8320 	 lucene
421 	 Q0 	 FT911-2041           	 232     	 3,074.8281 	 lucene
421 	 Q0 	 FT943-2085           	 233     	 3,074.7983 	 lucene
421 	 Q0 	 FR941222-1-00074     	 234     	 3,074.1023 	 lucene
421 	 Q0 	 FR940822-1-00033     	 235     	 3,074.0371 	 lucene
421 	 Q0 	 FR940617-2-00093     	 236     	 3,074.0044 	 lucene
421 	 Q0 	 FR940810-2-00046     	 237     	 3,073.0166 	 lucene
421 	 Q0 	 LA100689-0074        	 238     	 3,072.2402 	 lucene
421 	 Q0 	 FT923-11328          	 239     	 3,067.9810 	 lucene
421 	 Q0 	 FT931-1537           	 240     	 3,064.5188 	 lucene
421 	 Q0 	 FBIS3-22149          	 241     	 3,063.8245 	 lucene
421 	 Q0 	 FT942-8246           	 242     	 3,063.3589 	 lucene
421 	 Q0 	 FBIS4-27386          	 243     	 3,062.3445 	 lucene
421 	 Q0 	 FR940727-1-00036     	 244     	 3,062.1367 	 lucene
421 	 Q0 	 FBIS4-45673          	 245     	 3,061.5208 	 lucene
421 	 Q0 	 FBIS4-63765          	 246     	 3,061.5208 	 lucene
421 	 Q0 	 FT934-15647          	 247     	 3,060.1003 	 lucene
421 	 Q0 	 FT921-6682           	 248     	 3,058.8198 	 lucene
421 	 Q0 	 FBIS4-20246          	 249     	 3,058.5803 	 lucene
421 	 Q0 	 FBIS3-22390          	 250     	 3,056.5801 	 lucene
421 	 Q0 	 FBIS4-22591          	 251     	 3,055.8120 	 lucene
421 	 Q0 	 FBIS4-15851          	 252     	 3,055.8120 	 lucene
421 	 Q0 	 FR940527-0-00058     	 253     	 3,050.4548 	 lucene
421 	 Q0 	 FR940830-1-00063     	 254     	 3,050.3564 	 lucene
421 	 Q0 	 FT931-12871          	 255     	 3,045.8621 	 lucene
421 	 Q0 	 FR940721-1-00031     	 256     	 3,044.2493 	 lucene
421 	 Q0 	 FBIS4-67594          	 257     	 3,043.3003 	 lucene
421 	 Q0 	 FR940407-0-00054     	 258     	 3,043.1917 	 lucene
421 	 Q0 	 FR941222-1-00037     	 259     	 3,041.2483 	 lucene
421 	 Q0 	 FR940719-1-00015     	 260     	 3,041.2100 	 lucene
421 	 Q0 	 FT941-1013           	 261     	 3,039.3699 	 lucene
421 	 Q0 	 FT943-9258           	 262     	 3,038.8674 	 lucene
421 	 Q0 	 FBIS3-41658          	 263     	 3,034.8455 	 lucene
421 	 Q0 	 LA050789-0119        	 264     	 3,034.1748 	 lucene
421 	 Q0 	 FT923-1836           	 265     	 3,032.1643 	 lucene
421 	 Q0 	 LA120589-0031        	 266     	 3,031.2446 	 lucene
421 	 Q0 	 FT924-8720           	 267     	 3,031.1621 	 lucene
421 	 Q0 	 FBIS3-60325          	 268     	 3,028.8442 	 lucene
421 	 Q0 	 FBIS3-22192          	 269     	 3,028.6248 	 lucene
421 	 Q0 	 FR941222-0-00090     	 270     	 3,027.7295 	 lucene
421 	 Q0 	 FR940127-0-00041     	 271     	 3,027.4438 	 lucene
421 	 Q0 	 FBIS4-21388          	 272     	 3,027.4163 	 lucene
421 	 Q0 	 FBIS3-6230           	 273     	 3,026.7407 	 lucene
421 	 Q0 	 FBIS3-40271          	 274     	 3,024.6392 	 lucene
421 	 Q0 	 FBIS4-45760          	 275     	 3,023.7024 	 lucene
421 	 Q0 	 FBIS4-45750          	 276     	 3,022.8464 	 lucene
421 	 Q0 	 FBIS3-4717           	 277     	 3,021.8655 	 lucene
421 	 Q0 	 FR940426-0-00068     	 278     	 3,019.4568 	 lucene
421 	 Q0 	 FR940727-1-00038     	 279     	 3,018.6592 	 lucene
421 	 Q0 	 FR940816-0-00013     	 280     	 3,016.6936 	 lucene
421 	 Q0 	 FR940318-0-00103     	 281     	 3,016.6936 	 lucene
421 	 Q0 	 FR941026-0-00043     	 282     	 3,016.6936 	 lucene
421 	 Q0 	 LA090590-0071        	 283     	 3,015.6904 	 lucene
421 	 Q0 	 FR940721-2-00115     	 284     	 3,015.5454 	 lucene
421 	 Q0 	 FBIS3-22301          	 285     	 3,010.8936 	 lucene
421 	 Q0 	 FT934-12901          	 286     	 3,010.3130 	 lucene
421 	 Q0 	 FR941202-2-00184     	 287     	 3,007.9409 	 lucene
421 	 Q0 	 LA092790-0107        	 288     	 3,007.1074 	 lucene
421 	 Q0 	 FR941222-0-00083     	 289     	 3,006.4153 	 lucene
421 	 Q0 	 FBIS4-22769          	 290     	 3,004.7871 	 lucene
421 	 Q0 	 FBIS4-67444          	 291     	 3,004.7871 	 lucene
421 	 Q0 	 LA072190-0074        	 292     	 3,004.2476 	 lucene
421 	 Q0 	 FR940805-2-00092     	 293     	 3,002.6069 	 lucene
421 	 Q0 	 FR941206-0-00145     	 294     	 3,002.4297 	 lucene
421 	 Q0 	 FBIS4-67452          	 295     	 3,001.1807 	 lucene
421 	 Q0 	 FR940223-1-00058     	 296     	 3,000.9756 	 lucene
421 	 Q0 	 LA040790-0126        	 297     	 3,000.1333 	 lucene
421 	 Q0 	 FR940406-2-00183     	 298     	 2,999.4280 	 lucene
421 	 Q0 	 FR941110-2-00085     	 299     	 2,998.1028 	 lucene
421 	 Q0 	 FR940920-1-00057     	 300     	 2,997.9517 	 lucene
421 	 Q0 	 FT931-2779           	 301     	 2,995.8770 	 lucene
421 	 Q0 	 FBIS4-20692          	 302     	 2,995.1545 	 lucene
421 	 Q0 	 FR941206-0-00144     	 303     	 2,994.2739 	 lucene
421 	 Q0 	 FR941104-0-00027     	 304     	 2,993.0984 	 lucene
421 	 Q0 	 FR940406-2-00180     	 305     	 2,991.7913 	 lucene
421 	 Q0 	 FBIS3-60246          	 306     	 2,989.0669 	 lucene
421 	 Q0 	 FBIS3-21253          	 307     	 2,988.7434 	 lucene
421 	 Q0 	 FBIS4-19512          	 308     	 2,981.7876 	 lucene
421 	 Q0 	 FBIS4-67430          	 309     	 2,981.7876 	 lucene
421 	 Q0 	 FT932-4716           	 310     	 2,981.6655 	 lucene
421 	 Q0 	 FR941222-0-00027     	 311     	 2,980.6187 	 lucene
421 	 Q0 	 FR940919-0-00123     	 312     	 2,978.3621 	 lucene
421 	 Q0 	 FT942-14095          	 313     	 2,977.2542 	 lucene
421 	 Q0 	 LA120590-0038        	 314     	 2,975.6306 	 lucene
421 	 Q0 	 FBIS4-45611          	 315     	 2,974.3577 	 lucene
421 	 Q0 	 FR940916-0-00016     	 316     	 2,972.9155 	 lucene
421 	 Q0 	 FR940426-0-00069     	 317     	 2,969.8997 	 lucene
421 	 Q0 	 FR941012-1-00009     	 318     	 2,969.1289 	 lucene
421 	 Q0 	 FR940524-2-00069     	 319     	 2,968.1345 	 lucene
421 	 Q0 	 FR941222-0-00088     	 320     	 2,967.8970 	 lucene
421 	 Q0 	 FR940407-0-00055     	 321     	 2,967.2236 	 lucene
421 	 Q0 	 FR941222-1-00062     	 322     	 2,964.8782 	 lucene
421 	 Q0 	 FR940727-1-00037     	 323     	 2,964.7122 	 lucene
421 	 Q0 	 FT923-1417           	 324     	 2,962.7769 	 lucene
421 	 Q0 	 LA071689-0024        	 325     	 2,962.4980 	 lucene
421 	 Q0 	 LA080690-0077        	 326     	 2,960.9568 	 lucene
421 	 Q0 	 FT921-10223          	 327     	 2,960.8721 	 lucene
421 	 Q0 	 FBIS3-60247          	 328     	 2,959.6670 	 lucene
421 	 Q0 	 FT921-331            	 329     	 2,957.8506 	 lucene
421 	 Q0 	 LA032289-0146        	 330     	 2,956.4468 	 lucene
421 	 Q0 	 FT944-9354           	 331     	 2,955.0151 	 lucene
421 	 Q0 	 FR940607-0-00035     	 332     	 2,954.5042 	 lucene
421 	 Q0 	 FT933-3358           	 333     	 2,950.1055 	 lucene
421 	 Q0 	 LA062989-0089        	 334     	 2,944.3835 	 lucene
421 	 Q0 	 FR941103-2-00020     	 335     	 2,943.7129 	 lucene
421 	 Q0 	 FT943-12818          	 336     	 2,943.5278 	 lucene
421 	 Q0 	 FR940617-2-00086     	 337     	 2,941.5000 	 lucene
421 	 Q0 	 FBIS4-43775          	 338     	 2,941.1978 	 lucene
421 	 Q0 	 FBIS4-66410          	 339     	 2,938.8516 	 lucene
421 	 Q0 	 FT934-11924          	 340     	 2,937.3276 	 lucene
421 	 Q0 	 LA010590-0067        	 341     	 2,935.6587 	 lucene
421 	 Q0 	 LA042090-0103        	 342     	 2,933.6523 	 lucene
421 	 Q0 	 FBIS3-41604          	 343     	 2,933.3494 	 lucene
421 	 Q0 	 FT934-12182          	 344     	 2,933.1726 	 lucene
421 	 Q0 	 FT934-13854          	 345     	 2,932.9167 	 lucene
421 	 Q0 	 FR940505-1-00289     	 346     	 2,930.8992 	 lucene
421 	 Q0 	 FR941222-1-00030     	 347     	 2,929.8110 	 lucene
421 	 Q0 	 FT943-8721           	 348     	 2,929.0393 	 lucene
421 	 Q0 	 FT911-3890           	 349     	 2,926.5222 	 lucene
421 	 Q0 	 FT934-12871          	 350     	 2,924.4705 	 lucene
421 	 Q0 	 LA020989-0101        	 351     	 2,922.8928 	 lucene
421 	 Q0 	 FT921-11079          	 352     	 2,922.3408 	 lucene
421 	 Q0 	 FT944-6158           	 353     	 2,918.8813 	 lucene
421 	 Q0 	 FR940711-2-00057     	 354     	 2,917.4263 	 lucene
421 	 Q0 	 FT943-5806           	 355     	 2,916.3533 	 lucene
421 	 Q0 	 FR940919-0-00088     	 356     	 2,915.8501 	 lucene
421 	 Q0 	 FR940727-2-00103     	 357     	 2,914.2739 	 lucene
421 	 Q0 	 FBIS4-67546          	 358     	 2,912.8550 	 lucene
421 	 Q0 	 FR940324-0-00039     	 359     	 2,909.3552 	 lucene
421 	 Q0 	 FBIS4-4736           	 360     	 2,905.6541 	 lucene
421 	 Q0 	 FR941007-0-00048     	 361     	 2,905.3418 	 lucene
421 	 Q0 	 FBIS3-22249          	 362     	 2,904.8364 	 lucene
421 	 Q0 	 LA100490-0185        	 363     	 2,904.7007 	 lucene
421 	 Q0 	 FT932-1495           	 364     	 2,903.7175 	 lucene
421 	 Q0 	 FBIS4-21460          	 365     	 2,901.8276 	 lucene
421 	 Q0 	 FBIS4-21386          	 366     	 2,900.7676 	 lucene
421 	 Q0 	 FR941206-0-00146     	 367     	 2,897.5645 	 lucene
421 	 Q0 	 LA031489-0127        	 368     	 2,897.2202 	 lucene
421 	 Q0 	 FR940919-0-00100     	 369     	 2,897.0139 	 lucene
421 	 Q0 	 FR940106-1-00017     	 370     	 2,896.0635 	 lucene
421 	 Q0 	 FBIS4-21428          	 371     	 2,892.5283 	 lucene
421 	 Q0 	 FR941012-2-00066     	 372     	 2,891.8481 	 lucene
421 	 Q0 	 FR941004-2-00075     	 373     	 2,891.8481 	 lucene
421 	 Q0 	 LA082990-0122        	 374     	 2,891.4072 	 lucene
421 	 Q0 	 FR940919-0-00118     	 375     	 2,891.1216 	 lucene
421 	 Q0 	 FT931-6593           	 376     	 2,888.8794 	 lucene
421 	 Q0 	 FR940919-0-00105     	 377     	 2,888.6445 	 lucene
421 	 Q0 	 FR941227-2-00114     	 378     	 2,886.9160 	 lucene
421 	 Q0 	 FR940524-2-00071     	 379     	 2,885.6821 	 lucene
421 	 Q0 	 FR941004-2-00074     	 380     	 2,884.3418 	 lucene
421 	 Q0 	 FBIS4-21426          	 381     	 2,883.8267 	 lucene
421 	 Q0 	 FR940728-0-00054     	 382     	 2,878.8564 	 lucene
421 	 Q0 	 FBIS3-40490          	 383     	 2,876.1726 	 lucene
421 	 Q0 	 FBIS4-5283           	 384     	 2,875.6431 	 lucene
421 	 Q0 	 FR940412-0-00014     	 385     	 2,874.1646 	 lucene
421 	 Q0 	 FR941107-0-00039     	 386     	 2,874.1646 	 lucene
421 	 Q0 	 FR941007-0-00049     	 387     	 2,874.1646 	 lucene
421 	 Q0 	 FR941007-0-00054     	 388     	 2,874.1646 	 lucene
421 	 Q0 	 FT921-13201          	 389     	 2,873.9644 	 lucene
421 	 Q0 	 FR940805-2-00017     	 390     	 2,871.8889 	 lucene
421 	 Q0 	 FBIS4-21573          	 391     	 2,871.6851 	 lucene
421 	 Q0 	 FT942-13005          	 392     	 2,869.2759 	 lucene
421 	 Q0 	 FR940406-2-00185     	 393     	 2,869.2012 	 lucene
421 	 Q0 	 FR941222-1-00071     	 394     	 2,869.1599 	 lucene
421 	 Q0 	 LA111190-0219        	 395     	 2,868.4570 	 lucene
421 	 Q0 	 FBIS4-41902          	 396     	 2,868.3228 	 lucene
421 	 Q0 	 FR941222-0-00089     	 397     	 2,868.1968 	 lucene
421 	 Q0 	 FR940324-0-00037     	 398     	 2,865.9189 	 lucene
421 	 Q0 	 FR941110-0-00025     	 399     	 2,865.4541 	 lucene
421 	 Q0 	 FR941013-1-00055     	 400     	 2,864.9905 	 lucene
421 	 Q0 	 FBIS4-21513          	 401     	 2,864.7683 	 lucene
421 	 Q0 	 FBIS4-22439          	 402     	 2,864.5022 	 lucene
421 	 Q0 	 FT921-16477          	 403     	 2,863.9185 	 lucene
421 	 Q0 	 FT923-8460           	 404     	 2,862.7490 	 lucene
421 	 Q0 	 FR940728-0-00058     	 405     	 2,861.7798 	 lucene
421 	 Q0 	 LA050289-0063        	 406     	 2,860.9006 	 lucene
421 	 Q0 	 FT921-10094          	 407     	 2,859.5566 	 lucene
421 	 Q0 	 FBIS4-21381          	 408     	 2,859.1499 	 lucene
421 	 Q0 	 FR940817-2-00026     	 409     	 2,857.4180 	 lucene
421 	 Q0 	 LA042689-0096        	 410     	 2,856.2305 	 lucene
421 	 Q0 	 FR940617-0-00092     	 411     	 2,851.1853 	 lucene
421 	 Q0 	 FBIS3-60389          	 412     	 2,850.4614 	 lucene
421 	 Q0 	 FR941220-2-00024     	 413     	 2,850.1533 	 lucene
421 	 Q0 	 FBIS3-58133          	 414     	 2,849.5986 	 lucene
421 	 Q0 	 FR941013-1-00063     	 415     	 2,849.1931 	 lucene
421 	 Q0 	 LA071290-0071        	 416     	 2,847.1052 	 lucene
421 	 Q0 	 FT942-12271          	 417     	 2,846.0442 	 lucene
421 	 Q0 	 LA070889-0022        	 418     	 2,845.8408 	 lucene
421 	 Q0 	 LA080189-0091        	 419     	 2,845.5488 	 lucene
421 	 Q0 	 FT924-12473          	 420     	 2,843.9849 	 lucene
421 	 Q0 	 FR940727-1-00031     	 421     	 2,843.8093 	 lucene
421 	 Q0 	 LA072689-0051        	 422     	 2,839.7366 	 lucene
421 	 Q0 	 FR941222-0-00093     	 423     	 2,839.7129 	 lucene
421 	 Q0 	 FT923-1674           	 424     	 2,838.9146 	 lucene
421 	 Q0 	 LA021490-0053        	 425     	 2,837.5208 	 lucene
421 	 Q0 	 FR941222-1-00058     	 426     	 2,836.0881 	 lucene
421 	 Q0 	 FR941206-0-00137     	 427     	 2,834.8101 	 lucene
421 	 Q0 	 FT943-11425          	 428     	 2,834.4170 	 lucene
421 	 Q0 	 FT921-344            	 429     	 2,833.5703 	 lucene
421 	 Q0 	 LA032389-0108        	 430     	 2,833.1667 	 lucene
421 	 Q0 	 FR940224-2-00031     	 431     	 2,832.4993 	 lucene
421 	 Q0 	 FBIS3-41615          	 432     	 2,832.2405 	 lucene
421 	 Q0 	 FBIS3-41463          	 433     	 2,830.6738 	 lucene
421 	 Q0 	 FR941007-0-00058     	 434     	 2,830.3137 	 lucene
421 	 Q0 	 FR940919-0-00058     	 435     	 2,827.5190 	 lucene
421 	 Q0 	 FR940803-1-00009     	 436     	 2,826.9475 	 lucene
421 	 Q0 	 FR941206-0-00163     	 437     	 2,825.5171 	 lucene
421 	 Q0 	 FR940304-1-00053     	 438     	 2,825.2783 	 lucene
421 	 Q0 	 LA060490-0117        	 439     	 2,822.4211 	 lucene
421 	 Q0 	 FBIS4-21485          	 440     	 2,816.4395 	 lucene
421 	 Q0 	 FT941-1196           	 441     	 2,815.9556 	 lucene
421 	 Q0 	 LA041190-0033        	 442     	 2,814.2156 	 lucene
421 	 Q0 	 FBIS3-48470          	 443     	 2,813.1792 	 lucene
421 	 Q0 	 FR940621-2-00025     	 444     	 2,811.2188 	 lucene
421 	 Q0 	 LA020789-0026        	 445     	 2,807.6541 	 lucene
421 	 Q0 	 FR940304-0-00115     	 446     	 2,803.1924 	 lucene
421 	 Q0 	 FR940919-0-00096     	 447     	 2,802.2285 	 lucene
421 	 Q0 	 FBIS3-41453          	 448     	 2,801.9011 	 lucene
421 	 Q0 	 FBIS3-40491          	 449     	 2,796.2822 	 lucene
421 	 Q0 	 LA121089-0232        	 450     	 2,794.9600 	 lucene
421 	 Q0 	 FR941222-1-00077     	 451     	 2,794.3167 	 lucene
421 	 Q0 	 FBIS4-21431          	 452     	 2,791.5972 	 lucene
421 	 Q0 	 FR941026-2-00056     	 453     	 2,791.4849 	 lucene
421 	 Q0 	 FR941222-1-00060     	 454     	 2,788.3330 	 lucene
421 	 Q0 	 FBIS3-22150          	 455     	 2,787.0796 	 lucene
421 	 Q0 	 FBIS3-27014          	 456     	 2,787.0796 	 lucene
421 	 Q0 	 FBIS4-46036          	 457     	 2,786.9958 	 lucene
421 	 Q0 	 FR940511-1-00075     	 458     	 2,786.6028 	 lucene
421 	 Q0 	 LA102190-0169        	 459     	 2,786.5623 	 lucene
421 	 Q0 	 FR940711-0-00080     	 460     	 2,784.7568 	 lucene
421 	 Q0 	 FR941027-2-00024     	 461     	 2,784.2666 	 lucene
421 	 Q0 	 FR940620-0-00070     	 462     	 2,784.0366 	 lucene
421 	 Q0 	 FR940919-0-00055     	 463     	 2,778.7705 	 lucene
421 	 Q0 	 FR940516-2-00044     	 464     	 2,777.1211 	 lucene
421 	 Q0 	 FBIS3-59688          	 465     	 2,775.1929 	 lucene
421 	 Q0 	 FR940919-0-00056     	 466     	 2,772.2253 	 lucene
421 	 Q0 	 FBIS3-22252          	 467     	 2,770.8975 	 lucene
421 	 Q0 	 FR940412-1-00025     	 468     	 2,770.5793 	 lucene
421 	 Q0 	 FR940720-0-00039     	 469     	 2,769.3635 	 lucene
421 	 Q0 	 FR941013-1-00072     	 470     	 2,767.7346 	 lucene
421 	 Q0 	 FR940812-2-00031     	 471     	 2,767.4966 	 lucene
421 	 Q0 	 FR940727-1-00029     	 472     	 2,767.1777 	 lucene
421 	 Q0 	 FT921-2310           	 473     	 2,766.8789 	 lucene
421 	 Q0 	 LA081689-0031        	 474     	 2,766.4150 	 lucene
421 	 Q0 	 FR940304-1-00058     	 475     	 2,765.6528 	 lucene
421 	 Q0 	 FR940919-0-00052     	 476     	 2,765.5957 	 lucene
421 	 Q0 	 FR941104-2-00097     	 477     	 2,765.4578 	 lucene
421 	 Q0 	 FBIS3-60362          	 478     	 2,765.3284 	 lucene
421 	 Q0 	 FR941206-0-00174     	 479     	 2,760.3181 	 lucene
421 	 Q0 	 FT941-6867           	 480     	 2,760.0588 	 lucene
421 	 Q0 	 FR940919-0-00090     	 481     	 2,759.4238 	 lucene
421 	 Q0 	 FT934-6626           	 482     	 2,756.0654 	 lucene
421 	 Q0 	 FR941012-2-00107     	 483     	 2,755.0872 	 lucene
421 	 Q0 	 FT934-3335           	 484     	 2,753.9524 	 lucene
421 	 Q0 	 FBIS4-45737          	 485     	 2,752.2307 	 lucene
421 	 Q0 	 FBIS4-25030          	 486     	 2,752.2307 	 lucene
421 	 Q0 	 LA061090-0228        	 487     	 2,749.4529 	 lucene
421 	 Q0 	 FBIS4-21368          	 488     	 2,748.7402 	 lucene
421 	 Q0 	 FT934-12375          	 489     	 2,748.4263 	 lucene
421 	 Q0 	 FBIS4-45661          	 490     	 2,748.0405 	 lucene
421 	 Q0 	 FR940318-0-00102     	 491     	 2,747.8994 	 lucene
421 	 Q0 	 FBIS3-22420          	 492     	 2,747.8889 	 lucene
421 	 Q0 	 FBIS4-21496          	 493     	 2,746.0176 	 lucene
421 	 Q0 	 FBIS4-21427          	 494     	 2,743.1587 	 lucene
421 	 Q0 	 FBIS4-21519          	 495     	 2,742.8276 	 lucene
421 	 Q0 	 FR940912-2-00031     	 496     	 2,738.1218 	 lucene
421 	 Q0 	 LA091290-0106        	 497     	 2,735.2571 	 lucene
421 	 Q0 	 FT921-10431          	 498     	 2,734.7703 	 lucene
421 	 Q0 	 FR940727-1-00032     	 499     	 2,733.7505 	 lucene
421 	 Q0 	 FT931-5585           	 500     	 2,733.3396 	 lucene
421 	 Q0 	 FBIS3-60299          	 501     	 2,733.3198 	 lucene
421 	 Q0 	 FBIS4-40483          	 502     	 2,733.2612 	 lucene
421 	 Q0 	 LA102989-0130        	 503     	 2,733.1470 	 lucene
421 	 Q0 	 FT941-107            	 504     	 2,733.0503 	 lucene
421 	 Q0 	 FR940610-0-00036     	 505     	 2,732.9561 	 lucene
421 	 Q0 	 FBIS4-39624          	 506     	 2,731.4734 	 lucene
421 	 Q0 	 FT941-6403           	 507     	 2,730.1353 	 lucene
421 	 Q0 	 FR941130-2-00099     	 508     	 2,727.3816 	 lucene
421 	 Q0 	 LA122689-0031        	 509     	 2,720.1528 	 lucene
421 	 Q0 	 FT934-17267          	 510     	 2,719.9666 	 lucene
421 	 Q0 	 FBIS3-56327          	 511     	 2,714.8577 	 lucene
421 	 Q0 	 FT941-3465           	 512     	 2,714.8015 	 lucene
421 	 Q0 	 FR940214-2-00072     	 513     	 2,714.2129 	 lucene
421 	 Q0 	 LA050890-0071        	 514     	 2,710.9854 	 lucene
421 	 Q0 	 FR941206-0-00162     	 515     	 2,710.8271 	 lucene
421 	 Q0 	 FT944-7809           	 516     	 2,709.5298 	 lucene
421 	 Q0 	 FBIS3-41940          	 517     	 2,709.1399 	 lucene
421 	 Q0 	 FBIS3-22161          	 518     	 2,708.4421 	 lucene
421 	 Q0 	 LA062190-0077        	 519     	 2,707.4404 	 lucene
421 	 Q0 	 FBIS4-21415          	 520     	 2,706.4458 	 lucene
421 	 Q0 	 FR940621-1-00014     	 521     	 2,705.6436 	 lucene
421 	 Q0 	 FR940919-0-00084     	 522     	 2,705.3394 	 lucene
421 	 Q0 	 FR941222-0-00079     	 523     	 2,704.5168 	 lucene
421 	 Q0 	 LA121190-0018        	 524     	 2,704.0581 	 lucene
421 	 Q0 	 LA083089-0074        	 525     	 2,703.8220 	 lucene
421 	 Q0 	 FR941222-1-00080     	 526     	 2,702.0837 	 lucene
421 	 Q0 	 FR940119-0-00037     	 527     	 2,701.3813 	 lucene
421 	 Q0 	 FT932-4676           	 528     	 2,701.3003 	 lucene
421 	 Q0 	 FR941222-1-00078     	 529     	 2,700.0103 	 lucene
421 	 Q0 	 FBIS4-20666          	 530     	 2,699.9021 	 lucene
421 	 Q0 	 FR941206-0-00179     	 531     	 2,698.6760 	 lucene
421 	 Q0 	 FT924-8551           	 532     	 2,696.0525 	 lucene
421 	 Q0 	 FBIS4-44721          	 533     	 2,695.6255 	 lucene
421 	 Q0 	 FBIS4-67591          	 534     	 2,695.6255 	 lucene
421 	 Q0 	 LA061889-0180        	 535     	 2,695.4226 	 lucene
421 	 Q0 	 FR941019-2-00161     	 536     	 2,695.0859 	 lucene
421 	 Q0 	 FR940919-0-00094     	 537     	 2,694.7517 	 lucene
421 	 Q0 	 LA091590-0002        	 538     	 2,694.0186 	 lucene
421 	 Q0 	 FR940919-0-00131     	 539     	 2,693.7390 	 lucene
421 	 Q0 	 LA101190-0013        	 540     	 2,693.5525 	 lucene
421 	 Q0 	 FR940822-1-00020     	 541     	 2,692.7556 	 lucene
421 	 Q0 	 FBIS3-22199          	 542     	 2,690.9678 	 lucene
421 	 Q0 	 FT944-3041           	 543     	 2,690.7183 	 lucene
421 	 Q0 	 FT934-14601          	 544     	 2,690.4734 	 lucene
421 	 Q0 	 FBIS3-22337          	 545     	 2,689.7686 	 lucene
421 	 Q0 	 FT924-7716           	 546     	 2,688.7559 	 lucene
421 	 Q0 	 FT942-12757          	 547     	 2,688.4202 	 lucene
421 	 Q0 	 FT934-3839           	 548     	 2,687.5210 	 lucene
421 	 Q0 	 FR940805-0-00049     	 549     	 2,686.6140 	 lucene
421 	 Q0 	 LA110489-0093        	 550     	 2,685.3970 	 lucene
421 	 Q0 	 FBIS4-67372          	 551     	 2,684.1560 	 lucene
421 	 Q0 	 FBIS4-21497          	 552     	 2,682.8884 	 lucene
421 	 Q0 	 FT942-16650          	 553     	 2,682.8242 	 lucene
421 	 Q0 	 FR940621-2-00023     	 554     	 2,682.1606 	 lucene
421 	 Q0 	 FBIS3-56083          	 555     	 2,680.3750 	 lucene
421 	 Q0 	 FBIS4-27326          	 556     	 2,679.3838 	 lucene
421 	 Q0 	 FT923-2856           	 557     	 2,677.1279 	 lucene
421 	 Q0 	 FR940504-2-00083     	 558     	 2,675.9233 	 lucene
421 	 Q0 	 FBIS3-41662          	 559     	 2,675.8120 	 lucene
421 	 Q0 	 LA021489-0050        	 560     	 2,674.9075 	 lucene
421 	 Q0 	 FT931-13042          	 561     	 2,674.9075 	 lucene
421 	 Q0 	 FR941021-1-00022     	 562     	 2,674.7383 	 lucene
421 	 Q0 	 FR941031-2-00101     	 563     	 2,674.5566 	 lucene
421 	 Q0 	 FBIS3-59635          	 564     	 2,673.4556 	 lucene
421 	 Q0 	 FR940627-0-00227     	 565     	 2,672.9556 	 lucene
421 	 Q0 	 FBIS3-22413          	 566     	 2,670.7437 	 lucene
421 	 Q0 	 FR940106-1-00020     	 567     	 2,670.5596 	 lucene
421 	 Q0 	 FR941011-2-00112     	 568     	 2,668.9387 	 lucene
421 	 Q0 	 FBIS3-15632          	 569     	 2,666.6179 	 lucene
421 	 Q0 	 FR940223-1-00059     	 570     	 2,666.1819 	 lucene
421 	 Q0 	 FR940505-1-00385     	 571     	 2,664.7285 	 lucene
421 	 Q0 	 LA110990-0081        	 572     	 2,663.9053 	 lucene
421 	 Q0 	 FT934-14498          	 573     	 2,663.4385 	 lucene
421 	 Q0 	 FT941-8116           	 574     	 2,663.3330 	 lucene
421 	 Q0 	 FBIS3-6299           	 575     	 2,663.0898 	 lucene
421 	 Q0 	 FBIS4-16997          	 576     	 2,662.9866 	 lucene
421 	 Q0 	 FR940106-1-00016     	 577     	 2,662.5352 	 lucene
421 	 Q0 	 FR940727-1-00052     	 578     	 2,661.5425 	 lucene
421 	 Q0 	 FBIS4-67453          	 579     	 2,661.4907 	 lucene
